Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Year,Month,Quarter,profit margin
12/12/2027,Mouse,Accessories,North,2,416,71.68,2027,December,Q4,0.172307692
13-12-2027,Camera,Electronics,South,8,2624,294.24,2027,December,Q4,0.112134146
14-12-2027,Headphones,Accessories,East,4,1636,134.85,2027,December,Q4,0.08242665
15-12-2027,Headphones,Accessories,East,8,8200,1978.93,2027,December,Q4,0.241332927
16-12-2027,Mouse,Accessories,East,5,5615,715.58,2027,December,Q4,0.127440784
17-12-2027,Printer,Office,East,5,3085,413.52,2027,December,Q4,0.134042139
18-12-2027,Keyboard,Accessories,South,6,3198,913.76,2027,December,Q4,0.28572858
19-12-2027,Camera,Electronics,West,4,1848,374.66,2027,December,Q4,0.202738095
20-12-2027,Smartwatch,Electronics,North,4,652,116.06,2027,December,Q4,0.178006135
21-12-2027,Mouse,Accessories,South,6,2940,609.99,2027,December,Q4,0.207479592
22-12-2027,Headphones,Accessories,East,4,3912,454.89,2027,December,Q4,0.116280675
23-12-2027,Tablet,Electronics,South,8,9392,891.07,2027,December,Q4,0.094875426
24-12-2027,Monitor,Accessories,West,1,312,43.01,2027,December,Q4,0.137852564
25-12-2027,Laptop,Electronics,East,9,7731,1459.74,2027,December,Q4,0.188816453
26-12-2027,Tablet,Electronics,West,1,1081,229.32,2027,December,Q4,0.21213691
27-12-2027,Smartphone,Electronics,West,6,1926,393.01,2027,December,Q4,0.204055036
28-12-2027,Monitor,Accessories,East,3,936,88.51,2027,December,Q4,0.094561966
29-12-2027,Laptop,Electronics,South,9,8550,1970.98,2027,December,Q4,0.230523977
30-12-2027,Monitor,Accessories,North,4,2468,457.51,2027,December,Q4,0.185376823
31-12-2027,Tablet,Electronics,West,3,801,90.34,2027,December,Q4,0.11278402
1/1/2028,Laptop,Electronics,East,9,2655,701.11,2028,January,Q1,0.264071563
2/1/2028,Smartwatch,Electronics,West,8,3928,700.38,2028,January,Q1,0.178304481
3/1/2028,Monitor,Accessories,East,8,6488,1438.34,2028,January,Q1,0.221692355
4/1/2028,Headphones,Accessories,West,9,7695,1749.26,2028,January,Q1,0.227324237
5/1/2028,Headphones,Accessories,West,2,1856,468.19,2028,January,Q1,0.252257543
6/1/2028,Smartwatch,Electronics,North,7,1519,403.63,2028,January,Q1,0.265720869
7/1/2028,Tablet,Electronics,West,3,3549,996.05,2028,January,Q1,0.280656523
8/1/2028,Laptop,Electronics,East,3,1656,378.84,2028,January,Q1,0.228768116
9/1/2028,Keyboard,Accessories,North,7,812,175.55,2028,January,Q1,0.216194581
10/1/2028,Mouse,Accessories,North,5,3730,864.41,2028,January,Q1,0.231745308
11/1/2028,Monitor,Accessories,South,1,1161,210.87,2028,January,Q1,0.181627907
12/1/2028,Headphones,Accessories,North,3,2256,282.52,2028,January,Q1,0.125230496
13-01-2028,Monitor,Accessories,East,1,359,78.17,2028,January,Q1,0.217743733
14-01-2028,Headphones,Accessories,East,2,130,11.1,2028,January,Q1,0.085384615
15-01-2028,Mouse,Accessories,South,8,4248,831.54,2028,January,Q1,0.195748588
16-01-2028,Camera,Electronics,South,5,1825,221.47,2028,January,Q1,0.121353425
17-01-2028,Keyboard,Accessories,East,2,876,224.01,2028,January,Q1,0.255719178
18-01-2028,Camera,Electronics,North,9,9180,2752.84,2028,January,Q1,0.299873638
19-01-2028,Monitor,Accessories,West,5,1765,160.89,2028,January,Q1,0.091155807
20-01-2028,Monitor,Accessories,South,2,1504,164.51,2028,January,Q1,0.109381649
21-01-2028,Keyboard,Accessories,South,9,1881,430.78,2028,January,Q1,0.229016481
22-01-2028,Keyboard,Accessories,East,9,7425,1533.72,2028,January,Q1,0.206561616
23-01-2028,Tablet,Electronics,East,9,720,192.83,2028,January,Q1,0.267819444
24-01-2028,Smartphone,Electronics,West,5,2985,698.22,2028,January,Q1,0.233909548
25-01-2028,Laptop,Electronics,North,9,711,200.11,2028,January,Q1,0.281448664
26-01-2028,Printer,Office,South,6,6276,1396.25,2028,January,Q1,0.222474506
27-01-2028,Mouse,Accessories,East,7,7966,955.8,2028,January,Q1,0.119984936
28-01-2028,Headphones,Accessories,East,8,4200,854.89,2028,January,Q1,0.203545238
29-01-2028,Laptop,Electronics,East,7,455,80,2028,January,Q1,0.175824176
30-01-2028,Keyboard,Accessories,South,8,5040,465.36,2028,January,Q1,0.092333333
31-01-2028,Mouse,Accessories,East,1,856,87.69,2028,January,Q1,0.102441589
1/2/2028,Monitor,Accessories,West,5,5230,385.77,2028,February,Q1,0.073760994
2/2/2028,Laptop,Electronics,South,5,4635,769.03,2028,February,Q1,0.165918015
3/2/2028,Laptop,Electronics,East,6,5508,360.28,2028,February,Q1,0.065410312
4/2/2028,Smartphone,Electronics,North,1,258,27.01,2028,February,Q1,0.104689922
5/2/2028,Smartphone,Electronics,East,1,677,88.41,2028,February,Q1,0.130590842
6/2/2028,Monitor,Accessories,West,5,4545,755.05,2028,February,Q1,0.166127613
7/2/2028,Smartphone,Electronics,South,5,4370,1255.36,2028,February,Q1,0.287267735
8/2/2028,Keyboard,Accessories,East,3,372,57.51,2028,February,Q1,0.154596774
9/2/2028,Camera,Electronics,West,9,3177,629.96,2028,February,Q1,0.198287693
10/2/2028,Printer,Office,South,7,1659,127.48,2028,February,Q1,0.076841471
11/2/2028,Tablet,Electronics,South,3,3360,759.31,2028,February,Q1,0.225985119
12/2/2028,Smartphone,Electronics,West,2,1132,290.56,2028,February,Q1,0.256678445
13-02-2028,Smartwatch,Electronics,East,5,1815,468.62,2028,February,Q1,0.258192837
14-02-2028,Mouse,Accessories,North,1,459,125.19,2028,February,Q1,0.272745098
15-02-2028,Smartphone,Electronics,West,1,1128,73.74,2028,February,Q1,0.06537234
16-02-2028,Monitor,Accessories,East,6,1170,104.63,2028,February,Q1,0.08942735
17-02-2028,Smartwatch,Electronics,North,5,4420,380.69,2028,February,Q1,0.086128959
18-02-2028,Smartphone,Electronics,West,6,456,69.15,2028,February,Q1,0.151644737
19-02-2028,Tablet,Electronics,North,2,1458,154.79,2028,February,Q1,0.106165981
20-02-2028,Monitor,Accessories,West,7,2989,197.58,2028,February,Q1,0.066102375
21-02-2028,Camera,Electronics,North,4,3424,845.68,2028,February,Q1,0.246985981
22-02-2028,Mouse,Accessories,West,2,1226,124.25,2028,February,Q1,0.10134584
23-02-2028,Laptop,Electronics,North,8,6760,1097.63,2028,February,Q1,0.162371302
24-02-2028,Smartphone,Electronics,West,1,111,13.61,2028,February,Q1,0.122612613
25-02-2028,Printer,Office,North,5,3275,222.29,2028,February,Q1,0.067874809
26-02-2028,Headphones,Accessories,North,3,2508,498.69,2028,February,Q1,0.198839713
27-02-2028,Keyboard,Accessories,South,8,904,202.35,2028,February,Q1,0.223838496
28-02-2028,Printer,Office,West,3,1506,427.84,2028,February,Q1,0.284090305
29-02-2028,Smartphone,Electronics,South,3,987,97.01,2028,February,Q1,0.098287741
1/3/2028,Smartphone,Electronics,East,7,2968,728.94,2028,March,Q1,0.24559973
2/3/2028,Mouse,Accessories,South,5,4200,746.86,2028,March,Q1,0.17782381
3/3/2028,Smartwatch,Electronics,North,5,1645,313.66,2028,March,Q1,0.190674772
4/3/2028,Printer,Office,East,3,3282,492.59,2028,March,Q1,0.150088361
5/3/2028,Headphones,Accessories,East,9,4914,1160.45,2028,March,Q1,0.236151811
6/3/2028,Laptop,Electronics,North,6,3924,762.96,2028,March,Q1,0.194434251
7/3/2028,Headphones,Accessories,South,6,420,65.62,2028,March,Q1,0.156238095
8/3/2028,Printer,Office,West,4,1544,106.02,2028,March,Q1,0.068665803
9/3/2028,Headphones,Accessories,East,2,2046,233.47,2028,March,Q1,0.114110459
10/3/2028,Headphones,Accessories,West,2,1548,157.48,2028,March,Q1,0.101731266
11/3/2028,Keyboard,Accessories,North,4,3184,478.27,2028,March,Q1,0.150210427
12/3/2028,Printer,Office,South,5,3385,774.86,2028,March,Q1,0.228909897
13-03-2028,Monitor,Accessories,North,1,59,10.32,2028,March,Q1,0.174915254
14-03-2028,Monitor,Accessories,South,8,5976,1016.99,2028,March,Q1,0.17017905
15-03-2028,Mouse,Accessories,West,3,1791,122.5,2028,March,Q1,0.068397543
16-03-2028,Smartwatch,Electronics,West,2,1644,189.32,2028,March,Q1,0.115158151
17-03-2028,Tablet,Electronics,West,8,6584,544.62,2028,March,Q1,0.082718712
18-03-2028,Headphones,Accessories,East,5,1620,325.87,2028,March,Q1,0.201154321
19-03-2028,Mouse,Accessories,West,9,2736,407.22,2028,March,Q1,0.148837719
20-03-2028,Monitor,Accessories,South,4,1064,274.47,2028,March,Q1,0.257960526
21-03-2028,Camera,Electronics,South,7,2667,363.5,2028,March,Q1,0.136295463
22-03-2028,Headphones,Accessories,South,3,735,217.79,2028,March,Q1,0.296312925
23-03-2028,Laptop,Electronics,East,1,58,11.25,2028,March,Q1,0.193965517
24-03-2028,Camera,Electronics,South,7,3136,850.3,2028,March,Q1,0.271141582
25-03-2028,Mouse,Accessories,East,4,3936,374.34,2028,March,Q1,0.095106707
26-03-2028,Smartphone,Electronics,East,9,6102,947.91,2028,March,Q1,0.155344149
27-03-2028,Smartphone,Electronics,North,8,9408,552.44,2028,March,Q1,0.058720238
28-03-2028,Mouse,Accessories,South,9,7875,1243.56,2028,March,Q1,0.157912381
29-03-2028,Keyboard,Accessories,North,9,9900,576.8,2028,March,Q1,0.058262626
30-03-2028,Keyboard,Accessories,North,2,430,114.91,2028,March,Q1,0.267232558
31-03-2028,Mouse,Accessories,South,3,813,238.1,2028,March,Q1,0.292865929
1/4/2028,Camera,Electronics,South,4,4176,980.11,2028,April,Q2,0.23470067
2/4/2028,Camera,Electronics,South,4,3084,348.38,2028,April,Q2,0.112963684
3/4/2028,Mouse,Accessories,West,7,8008,1593.65,2028,April,Q2,0.199007243
4/4/2028,Smartwatch,Electronics,South,4,4608,963.5,2028,April,Q2,0.209092882
5/4/2028,Headphones,Accessories,West,4,4356,614.62,2028,April,Q2,0.141097337
6/4/2028,Printer,Office,South,1,566,169.17,2028,April,Q2,0.298886926
7/4/2028,Laptop,Electronics,East,7,945,75.21,2028,April,Q2,0.079587302
8/4/2028,Smartwatch,Electronics,North,4,2200,484.33,2028,April,Q2,0.22015
9/4/2028,Mouse,Accessories,North,1,746,131.25,2028,April,Q2,0.175938338
10/4/2028,Monitor,Accessories,East,5,3505,678.18,2028,April,Q2,0.193489301
11/4/2028,Monitor,Accessories,East,5,4795,819.12,2028,April,Q2,0.170827946
12/4/2028,Monitor,Accessories,North,5,4590,650.05,2028,April,Q2,0.141623094
13-04-2028,Monitor,Accessories,North,4,2092,467.02,2028,April,Q2,0.223240918
14-04-2028,Mouse,Accessories,South,8,3568,334.13,2028,April,Q2,0.0936463
15-04-2028,Smartphone,Electronics,West,9,10404,2028.21,2028,April,Q2,0.194945213
16-04-2028,Printer,Office,South,9,7029,1005.58,2028,April,Q2,0.143061602
17-04-2028,Laptop,Electronics,West,8,664,126.6,2028,April,Q2,0.190662651
18-04-2028,Tablet,Electronics,West,3,1923,274,2028,April,Q2,0.142485699
19-04-2028,Printer,Office,West,7,2471,566.51,2028,April,Q2,0.229263456
20-04-2028,Smartphone,Electronics,North,2,258,64.12,2028,April,Q2,0.248527132
21-04-2028,Smartwatch,Electronics,East,9,1134,267.26,2028,April,Q2,0.235679012
22-04-2028,Headphones,Accessories,East,5,855,238.83,2028,April,Q2,0.279333333
23-04-2028,Smartwatch,Electronics,West,9,3231,670.85,2028,April,Q2,0.207629217
24-04-2028,Tablet,Electronics,South,7,3591,266.59,2028,April,Q2,0.074238374
25-04-2028,Camera,Electronics,East,2,254,20.48,2028,April,Q2,0.080629921
26-04-2028,Smartphone,Electronics,South,5,5930,1193.32,2028,April,Q2,0.201234401
27-04-2028,Headphones,Accessories,West,2,1344,297.99,2028,April,Q2,0.22171875
28-04-2028,Laptop,Electronics,East,1,920,98.31,2028,April,Q2,0.106858696
29-04-2028,Printer,Office,North,9,5454,385.51,2028,April,Q2,0.070683902
30-04-2028,Laptop,Electronics,West,8,9512,663.23,2028,April,Q2,0.06972561
1/5/2028,Mouse,Accessories,North,4,2972,827.46,2028,May,Q2,0.278418573
2/5/2028,Smartwatch,Electronics,West,3,3360,465.02,2028,May,Q2,0.13839881
3/5/2028,Tablet,Electronics,West,4,1004,240.13,2028,May,Q2,0.239173307
4/5/2028,Headphones,Accessories,West,2,1944,332.55,2028,May,Q2,0.171064815
5/5/2028,Monitor,Accessories,East,5,5055,1200.09,2028,May,Q2,0.237406528
6/5/2028,Smartwatch,Electronics,West,2,128,8.33,2028,May,Q2,0.065078125
7/5/2028,Smartphone,Electronics,East,3,633,163.03,2028,May,Q2,0.257551343
8/5/2028,Printer,Office,South,3,2523,506.7,2028,May,Q2,0.200832342
9/5/2028,Printer,Office,West,1,196,39.6,2028,May,Q2,0.202040816
10/5/2028,Printer,Office,East,9,4212,552.96,2028,May,Q2,0.131282051
11/5/2028,Monitor,Accessories,North,1,63,17.29,2028,May,Q2,0.274444444
12/5/2028,Mouse,Accessories,South,8,2752,394.66,2028,May,Q2,0.14340843
13-05-2028,Mouse,Accessories,West,3,1989,419.61,2028,May,Q2,0.210965309
14-05-2028,Laptop,Electronics,East,8,8032,466.19,2028,May,Q2,0.058041584
15-05-2028,Tablet,Electronics,South,6,3702,407.34,2028,May,Q2,0.110032415
16-05-2028,Smartwatch,Electronics,East,8,456,90.24,2028,May,Q2,0.197894737
17-05-2028,Camera,Electronics,West,7,5355,1143.16,2028,May,Q2,0.213475257
18-05-2028,Camera,Electronics,West,1,972,261.91,2028,May,Q2,0.269454733
19-05-2028,Headphones,Accessories,South,5,3290,797.82,2028,May,Q2,0.24249848
20-05-2028,Laptop,Electronics,East,1,735,139.31,2028,May,Q2,0.189537415
21-05-2028,Tablet,Electronics,North,3,3336,798.26,2028,May,Q2,0.239286571
22-05-2028,Keyboard,Accessories,West,3,2082,346.53,2028,May,Q2,0.166440922
23-05-2028,Keyboard,Accessories,East,2,1340,129.89,2028,May,Q2,0.096932836
24-05-2028,Laptop,Electronics,East,5,1160,227.13,2028,May,Q2,0.195801724
25-05-2028,Monitor,Accessories,East,4,1272,299.84,2028,May,Q2,0.23572327
26-05-2028,Printer,Office,West,3,2817,588.47,2028,May,Q2,0.208899539
27-05-2028,Monitor,Accessories,East,3,1464,264.67,2028,May,Q2,0.180785519
28-05-2028,Headphones,Accessories,West,1,307,60.51,2028,May,Q2,0.197100977
29-05-2028,Tablet,Electronics,West,6,5706,1306.92,2028,May,Q2,0.229043113
30-05-2028,Headphones,Accessories,North,1,1112,100.47,2028,May,Q2,0.090350719
31-05-2028,Keyboard,Accessories,West,1,1147,133.48,2028,May,Q2,0.116373147
1/6/2028,Laptop,Electronics,North,2,330,66.57,2028,June,Q2,0.201727273
2/6/2028,Monitor,Accessories,North,4,2176,250.89,2028,June,Q2,0.115298713
3/6/2028,Headphones,Accessories,South,7,7616,1317.79,2028,June,Q2,0.173029149
4/6/2028,Printer,Office,North,1,1091,258.3,2028,June,Q2,0.23675527
5/6/2028,Tablet,Electronics,East,2,1026,279.76,2028,June,Q2,0.272670565
6/6/2028,Tablet,Electronics,West,2,210,42.04,2028,June,Q2,0.200190476
7/6/2028,Printer,Office,North,2,180,10.78,2028,June,Q2,0.059888889
8/6/2028,Tablet,Electronics,North,4,380,72.88,2028,June,Q2,0.191789474
9/6/2028,Monitor,Accessories,West,8,7664,1580.55,2028,June,Q2,0.206230428
10/6/2028,Smartphone,Electronics,East,8,6056,1029.9,2028,June,Q2,0.170062748
11/6/2028,Mouse,Accessories,North,6,606,104.52,2028,June,Q2,0.172475248
12/6/2028,Monitor,Accessories,North,3,750,193.86,2028,June,Q2,0.25848
13-06-2028,Printer,Office,East,2,1218,218.88,2028,June,Q2,0.179704433
14-06-2028,Laptop,Electronics,West,2,2162,355.45,2028,June,Q2,0.164407956
15-06-2028,Headphones,Accessories,East,9,2223,347.01,2028,June,Q2,0.156099865
16-06-2028,Smartphone,Electronics,West,7,4452,920.05,2028,June,Q2,0.206659928
17-06-2028,Printer,Office,West,1,184,50.19,2028,June,Q2,0.272771739
18-06-2028,Headphones,Accessories,North,3,288,77.38,2028,June,Q2,0.268680556
19-06-2028,Camera,Electronics,West,2,834,150.12,2028,June,Q2,0.18
20-06-2028,Keyboard,Accessories,East,5,4025,923.17,2028,June,Q2,0.229359006
21-06-2028,Headphones,Accessories,West,7,4732,1084.28,2028,June,Q2,0.229137785
22-06-2028,Headphones,Accessories,West,5,4025,407.72,2028,June,Q2,0.101296894
23-06-2028,Printer,Office,South,8,2416,500.93,2028,June,Q2,0.207338576
24-06-2028,Tablet,Electronics,North,7,1897,524.69,2028,June,Q2,0.276589352
25-06-2028,Mouse,Accessories,East,4,840,190.13,2028,June,Q2,0.226345238
26-06-2028,Mouse,Accessories,North,8,6600,360.45,2028,June,Q2,0.054613636
27-06-2028,Laptop,Electronics,West,2,2362,342.27,2028,June,Q2,0.144906859
28-06-2028,Headphones,Accessories,South,6,2958,577.27,2028,June,Q2,0.19515551
29-06-2028,Tablet,Electronics,East,1,477,56.49,2028,June,Q2,0.118427673
30-06-2028,Keyboard,Accessories,North,3,942,84.8,2028,June,Q2,0.090021231
1/7/2028,Camera,Electronics,East,2,2084,586.72,2028,July,Q3,0.281535509
2/7/2028,Tablet,Electronics,West,6,4584,473.37,2028,July,Q3,0.103265707
3/7/2028,Printer,Office,East,1,1118,319.28,2028,July,Q3,0.285581395
4/7/2028,Mouse,Accessories,North,9,4005,652.15,2028,July,Q3,0.162833958
5/7/2028,Smartwatch,Electronics,East,5,4610,1293.37,2028,July,Q3,0.280557484
6/7/2028,Keyboard,Accessories,South,1,551,86.84,2028,July,Q3,0.157604356
7/7/2028,Printer,Office,West,1,75,19.29,2028,July,Q3,0.2572
8/7/2028,Mouse,Accessories,South,6,6576,1899.67,2028,July,Q3,0.288879258
9/7/2028,Printer,Office,North,6,6432,1410.52,2028,July,Q3,0.219297264
10/7/2028,Headphones,Accessories,South,7,7763,1444.27,2028,July,Q3,0.186045343
11/7/2028,Monitor,Accessories,East,7,2240,622.29,2028,July,Q3,0.277808036
12/7/2028,Headphones,Accessories,East,6,5298,1209.88,2028,July,Q3,0.228365421
13-07-2028,Smartwatch,Electronics,North,2,116,32.27,2028,July,Q3,0.278189655
14-07-2028,Tablet,Electronics,East,8,6728,1140.19,2028,July,Q3,0.169469382
15-07-2028,Monitor,Accessories,North,5,490,55.59,2028,July,Q3,0.11344898
16-07-2028,Monitor,Accessories,North,7,2765,699.86,2028,July,Q3,0.253113924
17-07-2028,Smartphone,Electronics,West,8,2680,598.97,2028,July,Q3,0.223496269
18-07-2028,Camera,Electronics,East,2,2174,335.37,2028,July,Q3,0.154264029
19-07-2028,Monitor,Accessories,North,9,5562,1258.12,2028,July,Q3,0.226199209
20-07-2028,Smartphone,Electronics,East,8,9208,2595.33,2028,July,Q3,0.281855995
21-07-2028,Smartphone,Electronics,West,4,4512,546.71,2028,July,Q3,0.121167996
22-07-2028,Camera,Electronics,West,9,7974,1965.96,2028,July,Q3,0.246546275
23-07-2028,Monitor,Accessories,East,6,4944,1335.04,2028,July,Q3,0.270032362
24-07-2028,Printer,Office,South,3,1611,234.84,2028,July,Q3,0.145772812
25-07-2028,Smartwatch,Electronics,West,9,4599,618.89,2028,July,Q3,0.134570559
26-07-2028,Laptop,Electronics,East,6,4380,419.3,2028,July,Q3,0.095730594
27-07-2028,Headphones,Accessories,South,2,2376,580.26,2028,July,Q3,0.244217172
28-07-2028,Monitor,Accessories,South,9,6588,1800.9,2028,July,Q3,0.273360656
29-07-2028,Mouse,Accessories,East,5,3745,720.08,2028,July,Q3,0.192277704
30-07-2028,Camera,Electronics,North,5,5305,1389.25,2028,July,Q3,0.261875589
31-07-2028,Tablet,Electronics,North,8,1608,332.12,2028,July,Q3,0.206542289
1/8/2028,Monitor,Accessories,East,9,4977,745.81,2028,August,Q3,0.149851316
2/8/2028,Smartphone,Electronics,East,7,4529,273.97,2028,August,Q3,0.060492382
3/8/2028,Camera,Electronics,West,7,4690,319.42,2028,August,Q3,0.06810661
4/8/2028,Keyboard,Accessories,East,4,2424,544.07,2028,August,Q3,0.22445132
5/8/2028,Keyboard,Accessories,North,6,3594,610.77,2028,August,Q3,0.169941569
6/8/2028,Keyboard,Accessories,North,7,3962,491.9,2028,August,Q3,0.124154467
7/8/2028,Camera,Electronics,East,2,944,149.38,2028,August,Q3,0.158241525
8/8/2028,Smartwatch,Electronics,West,6,6792,1787.97,2028,August,Q3,0.263246466
9/8/2028,Tablet,Electronics,North,7,6804,1383.81,2028,August,Q3,0.203381834
10/8/2028,Camera,Electronics,South,6,816,98.75,2028,August,Q3,0.121017157
11/8/2028,Monitor,Accessories,North,6,5916,544.59,2028,August,Q3,0.092053753
12/8/2028,Mouse,Accessories,South,5,5730,310.58,2028,August,Q3,0.054202443
13-08-2028,Headphones,Accessories,East,7,8288,785.54,2028,August,Q3,0.094780405
14-08-2028,Headphones,Accessories,South,2,2046,394.93,2028,August,Q3,0.193025415
15-08-2028,Tablet,Electronics,East,9,5031,1149.48,2028,August,Q3,0.228479428
16-08-2028,Keyboard,Accessories,South,9,1764,417.95,2028,August,Q3,0.236933107
17-08-2028,Laptop,Electronics,South,8,1880,486.88,2028,August,Q3,0.258978723
18-08-2028,Smartwatch,Electronics,West,2,200,10.45,2028,August,Q3,0.05225
19-08-2028,Mouse,Accessories,East,3,2688,476.77,2028,August,Q3,0.177369792
20-08-2028,Laptop,Electronics,West,4,3216,213.81,2028,August,Q3,0.066483209
21-08-2028,Camera,Electronics,East,8,8440,1504.18,2028,August,Q3,0.178220379
22-08-2028,Tablet,Electronics,East,7,1582,208.42,2028,August,Q3,0.131744627
23-08-2028,Laptop,Electronics,North,1,58,10.79,2028,August,Q3,0.186034483
24-08-2028,Smartwatch,Electronics,West,8,608,163.18,2028,August,Q3,0.268388158
25-08-2028,Smartphone,Electronics,North,3,183,41.82,2028,August,Q3,0.22852459
26-08-2028,Monitor,Accessories,West,5,3105,744.26,2028,August,Q3,0.239697262
27-08-2028,Monitor,Accessories,North,5,2450,485.18,2028,August,Q3,0.198032653
28-08-2028,Laptop,Electronics,North,3,3024,622.29,2028,August,Q3,0.20578373
29-08-2028,Printer,Office,East,4,3856,747.79,2028,August,Q3,0.193928942
30-08-2028,Keyboard,Accessories,West,7,532,121.03,2028,August,Q3,0.2275
31-08-2028,Smartphone,Electronics,South,4,3152,307.62,2028,August,Q3,0.097595178
1/9/2028,Monitor,Accessories,East,9,8586,1555.82,2028,September,Q3,0.181204286
2/9/2028,Monitor,Accessories,South,2,1046,273.38,2028,September,Q3,0.261357553
3/9/2028,Tablet,Electronics,West,4,3452,560.31,2028,September,Q3,0.1623146
4/9/2028,Monitor,Accessories,West,4,2368,361.02,2028,September,Q3,0.15245777
5/9/2028,Camera,Electronics,South,2,1924,422.25,2028,September,Q3,0.219464657
6/9/2028,Laptop,Electronics,West,5,4580,1148.06,2028,September,Q3,0.250668122
7/9/2028,Headphones,Accessories,East,5,3735,423.94,2028,September,Q3,0.113504685
8/9/2028,Monitor,Accessories,North,4,2476,417.16,2028,September,Q3,0.168481422
9/9/2028,Laptop,Electronics,South,2,162,16.51,2028,September,Q3,0.10191358
10/9/2028,Printer,Office,West,3,258,38.03,2028,September,Q3,0.147403101
11/9/2028,Keyboard,Accessories,East,4,3524,998.29,2028,September,Q3,0.283283201
12/9/2028,Smartwatch,Electronics,South,8,6184,1796.9,2028,September,Q3,0.290572445
13-09-2028,Monitor,Accessories,West,6,3750,645.69,2028,September,Q3,0.172184
14-09-2028,Mouse,Accessories,South,5,1465,424.64,2028,September,Q3,0.289856655
15-09-2028,Camera,Electronics,North,4,4480,412.05,2028,September,Q3,0.091975446
16-09-2028,Laptop,Electronics,North,8,1544,281.22,2028,September,Q3,0.182137306
17-09-2028,Headphones,Accessories,North,9,7974,1181.04,2028,September,Q3,0.148111362
18-09-2028,Printer,Office,East,5,5920,1679.15,2028,September,Q3,0.283640203
19-09-2028,Smartwatch,Electronics,South,8,8792,2045.54,2028,September,Q3,0.232659236
20-09-2028,Smartwatch,Electronics,East,1,294,52.37,2028,September,Q3,0.178129252
21-09-2028,Camera,Electronics,East,7,1169,264.37,2028,September,Q3,0.226150556
22-09-2028,Camera,Electronics,West,8,9232,880.52,2028,September,Q3,0.09537695
23-09-2028,Headphones,Accessories,South,4,1396,135.48,2028,September,Q3,0.097048711
24-09-2028,Camera,Electronics,North,9,10188,1408.18,2028,September,Q3,0.138219474
25-09-2028,Monitor,Accessories,West,2,222,23.65,2028,September,Q3,0.106531532
26-09-2028,Monitor,Accessories,West,2,1328,358.07,2028,September,Q3,0.269631024
27-09-2028,Printer,Office,East,9,5085,488.63,2028,September,Q3,0.096092429
28-09-2028,Mouse,Accessories,West,3,1245,229.73,2028,September,Q3,0.184522088
29-09-2028,Tablet,Electronics,South,2,960,124.02,2028,September,Q3,0.1291875
30-09-2028,Smartphone,Electronics,West,9,5553,329.79,2028,September,Q3,0.059389519
1/10/2028,Keyboard,Accessories,North,2,1790,236.76,2028,October,Q4,0.132268156
2/10/2028,Keyboard,Accessories,West,8,2712,247.84,2028,October,Q4,0.091386431
3/10/2028,Laptop,Electronics,North,1,632,89.14,2028,October,Q4,0.141044304
4/10/2028,Headphones,Accessories,South,8,4904,520.74,2028,October,Q4,0.106186786
5/10/2028,Keyboard,Accessories,South,1,361,58.8,2028,October,Q4,0.162880886
6/10/2028,Printer,Office,West,9,7290,841.07,2028,October,Q4,0.115373114
7/10/2028,Smartwatch,Electronics,South,4,2052,181.64,2028,October,Q4,0.088518519
8/10/2028,Mouse,Accessories,North,3,1842,112.85,2028,October,Q4,0.061264929
9/10/2028,Mouse,Accessories,North,9,10593,2488.69,2028,October,Q4,0.234937223
10/10/2028,Camera,Electronics,South,6,1218,129.36,2028,October,Q4,0.106206897
11/10/2028,Mouse,Accessories,South,5,4240,426.41,2028,October,Q4,0.100568396
12/10/2028,Keyboard,Accessories,East,2,226,38.52,2028,October,Q4,0.170442478
13-10-2028,Camera,Electronics,East,6,5154,1072.8,2028,October,Q4,0.20814901
14-10-2028,Mouse,Accessories,North,6,1236,304.88,2028,October,Q4,0.246666667
15-10-2028,Tablet,Electronics,South,1,1179,159.42,2028,October,Q4,0.135216285
16-10-2028,Printer,Office,West,5,2275,313.5,2028,October,Q4,0.137802198
17-10-2028,Smartwatch,Electronics,North,7,6188,1231.3,2028,October,Q4,0.1989819
18-10-2028,Headphones,Accessories,West,3,2946,666.99,2028,October,Q4,0.226405295
19-10-2028,Headphones,Accessories,South,5,5085,1172.12,2028,October,Q4,0.230505408
20-10-2028,Keyboard,Accessories,North,2,712,205.53,2028,October,Q4,0.28866573
21-10-2028,Smartwatch,Electronics,East,6,648,62.25,2028,October,Q4,0.096064815
22-10-2028,Mouse,Accessories,North,5,2735,483.2,2028,October,Q4,0.176672761
23-10-2028,Printer,Office,North,6,2910,173.45,2028,October,Q4,0.059604811
24-10-2028,Smartwatch,Electronics,South,1,263,69.39,2028,October,Q4,0.263840304
25-10-2028,Smartphone,Electronics,North,2,876,66.68,2028,October,Q4,0.076118721
26-10-2028,Mouse,Accessories,West,1,913,162.24,2028,October,Q4,0.17769989
27-10-2028,Laptop,Electronics,South,9,594,93.92,2028,October,Q4,0.158114478
28-10-2028,Headphones,Accessories,South,2,956,202.14,2028,October,Q4,0.211443515
29-10-2028,Laptop,Electronics,East,7,7301,2026.43,2028,October,Q4,0.277555129
30-10-2028,Headphones,Accessories,South,6,5754,1628.61,2028,October,Q4,0.283039625
31-10-2028,Headphones,Accessories,East,4,1372,274.47,2028,October,Q4,0.20005102
